,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
769,3,13000000,New Property,Ready To Move,Broker,No, Bagaluru,1427
770,3,48800000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1805
771,3,17000000,New Property,Ready To Move,Broker,No, Kundalahalli,1600
772,2,19900000,Resale,Ready To Move,Broker,No, Panathur,1079
773,3,17300000,New Property,Ready To Move,Broker,No, Thirumenahalli,1650
774,4+,52200000,Resale,Ready To Move,Broker,No, Rajaji Nagar,1953
775,3,17600000,Resale,Ready To Move,Broker,No, Thirumenahalli,1675
776,2,5500000,Resale,Ready To Move,Broker,No, JP Nagar,1000
777,3,7828000,Resale,Ready To Move,Broker,No, Jakkur,1580
778,4,84000000,New Property,Ready To Move,Broker,No, Whitefield,5200
779,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur,990
780,4,15400000,New Property,Ready To Move,Broker,Yes, Kambipura,2383
781,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
782,4,72500000,New Property,Ready To Move,Broker,No, Whitefield,8500
783,2,5325000,New Property,Ready To Move,Broker,No, Sompura Gate,1160
784,4,53800000,Resale,Ready To Move,Broker,No, Gattahalli,3379
785,2,22600000,New Property,Ready To Move,Broker,No, Gattahalli,1465
786,2,13100000,Resale,Ready To Move,Broker,No, Varthur,761
787,4,77200000,New Property,Ready To Move,Broker,No, Gattahalli,4841
788,2,14700000,New Property,Ready To Move,Broker,No, Gunjur,1250
789,2,9476000,Resale,Ready To Move,Broker,No, Gunjur,811
790,2,15800000,New Property,Ready To Move,Broker,No, Gunjur,909
791,2,18700000,New Property,Ready To Move,Broker,No, Gattahalli,1249
792,3,30700000,New Property,Ready To Move,Broker,No, Yelahanka,1571
793,3,29400000,Resale,Ready To Move,Broker,No, Gattahalli,1906
794,4+,85200000,Resale,Ready To Move,Broker,No, Yelahanka,4353
795,4+,34000000,Resale,Ready To Move,Broker,No, Chandapura Dommasandra Road,3050
796,3,48000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,1751
797,3,45000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1760
798,4,84000000,New Property,Ready To Move,Broker,No, Whitefield,5200
799,3,13200000,Resale,Ready To Move,Broker,No, Rajanukunte,2645
800,3,5160000,Resale,Ready To Move,Broker,No, Magadi Road,1720
801,4,61000000,New Property,Ready To Move,Broker,No, Whitefield,5900
802,3,9392000,New Property,Ready To Move,Broker,Yes, Kambipura,1445
803,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
804,4,70000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,4110
805,3,40000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2002
806,2,12200000,New Property,Ready To Move,Broker,No, Thirumenahalli,1180
807,3,27100000,Resale,Ready To Move,Broker,No, Gattahalli,1804
808,4+,100000000,New Property,Ready To Move,Broker,No, Old Airport Road,3073
809,3,17100000,Resale,Ready To Move,Broker,No, Gunjur,1464
810,2,14300000,New Property,Ready To Move,Broker,No, Gunjur,1250
811,3,15800000,Resale,Ready To Move,Broker,No, Muthanallur,1479
812,3,15000000,Resale,Ready To Move,Broker,No, Thirumenahalli,1430
813,3,65000000,Resale,Ready To Move,Broker,No, Shanthi Nagar,3385
814,2,12300000,New Property,Ready To Move,Broker,No, Thirumenahalli,1185
815,2,12400000,New Property,Ready To Move,Broker,No, Yelahanka,1428
816,3,47700000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1783
817,4+,45000000,Resale,Ready To Move,Broker,No, Jakkur,4250
818,2,5502000,Resale,Ready To Move,Broker,No, Sompura Gate,1200
819,4,61000000,New Property,Ready To Move,Broker,No, Whitefield,5900
820,3,12400000,Resale,Ready To Move,Broker,No, Jakkur,2650
821,2,4224000,Resale,Ready To Move,Broker,No, Magadi Road,1408
822,4,12800000,Resale,Ready To Move,Broker,No, Jakkur,2663
823,3,19600000,New Property,Ready To Move,Broker,Yes, Varthur,2155
824,2,3975000,Resale,Ready To Move,Broker,No, JP Nagar,1179
825,3,28600000,New Property,Ready To Move,Broker,No, Gattahalli,1906
826,2,11000000,New Property,Ready To Move,Broker,No, Belathur Ma,981
827,4+,53000000,Resale,Ready To Move,Broker,No, Hennur,3250
828,4+,42500000,Resale,Ready To Move,Broker,No, Sir M Vishveswaraya Layout,4500
829,2,12800000,Resale,Ready To Move,Broker,No, Doddakannalli,1312
830,2,5502000,Resale,Ready To Move,Broker,No, Sompura Gate,1200
831,3,23500000,Resale,Ready To Move,Broker,No, Yelahanka,1853
832,2,5325000,New Property,Ready To Move,Broker,No, Sompura Gate,1160
833,2,5700000,New Property,Ready To Move,Broker,No, Kodigehalli - KR Puram,1155
834,2,12500000,New Property,Ready To Move,Broker,No, Doddakannalli,1279
835,3,19800000,Resale,Ready To Move,Broker,No, Kodichikkanahalli,1690
836,2,12000000,Resale,Ready To Move,Broker,No, Yelahanka New Town,1324
837,2,13500000,Resale,Ready To Move,Broker,No, Rayasandra,1106
838,2,11600000,Resale,Ready To Move,Broker,No, Haralur Road,977
839,3,9900000,Resale,Ready To Move,Broker,No, Akshayanagar,1195
840,4,65400000,New Property,Ready To Move,Broker,No, Whitefield,4300
841,3,15000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1850
842,4,81100000,New Property,Ready To Move,Broker,No, Whitefield,6500
843,4,72500000,New Property,Ready To Move,Broker,No, Whitefield,8500
844,2,4500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,828
845,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
846,3,26400000,New Property,Ready To Move,Broker,No, Budigere Cross,2473
847,2,16300000,Resale,Ready To Move,Broker,No, Gunjur,936
848,3,18800000,Resale,Ready To Move,Broker,No, Belathur Ma,1550
849,3,9500000,New Property,Ready To Move,Broker,No, Chandapura Anekal Road,1315
850,3,80000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2678
851,2,15400000,New Property,Ready To Move,Broker,No, Gunjur,909
852,3,28000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,1640
853,2,7900000,New Property,Ready To Move,Broker,No, Bommasandra,1200
854,4+,80000000,New Property,Ready To Move,Broker,No, Shanthi Nagar,4080
855,4+,69000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1960
856,4,52900000,Resale,Ready To Move,Broker,No, Jakkur,5263
857,3,24300000,New Property,Ready To Move,Broker,Yes, International Airport Road,1696
858,3,21000000,New Property,Ready To Move,Broker,Yes, International Airport Road,1463
859,2,15100000,New Property,Ready To Move,Broker,Yes, International Airport Road,1273
860,4+,24000000,New Property,Ready To Move,Broker,Yes, International Airport Road,2124
861,3,12400000,Resale,Ready To Move,Broker,No, Jakkur,2650
862,3,15600000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1704
863,2,8500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,994
864,4,10600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,2223
865,3,6378000,Resale,Ready To Move,Broker,No, Hulimavu,1350
866,4,25500000,New Property,Ready To Move,Broker,No, Maruthi Nagar Yelahanka,2464
867,2,14000000,New Property,Ready To Move,Broker,Yes, International Airport Road,1200
868,4+,33500000,Resale,Ready To Move,Broker,No, Whitefield,3048
869,3,57500000,Resale,Ready To Move,Broker,No, Old Madras Road,2400
870,4+,33000000,New Property,Ready To Move,Broker,No, Whitefield,3645
871,3,36000000,Resale,Ready To Move,Broker,No, Hebbal,2330
872,3,25900000,New Property,Ready To Move,Broker,No, Magadi Road,1631
873,1,4500000,New Property,Ready To Move,Broker,No, Hoskote,696
874,3,40000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2750
875,3,9700000,Resale,Ready To Move,Broker,No, Bagalur Road,1000
876,3,14000000,Resale,Ready To Move,Broker,No, Marathahalli,1545
877,3,27000000,Resale,Ready To Move,Broker,No, Hebbal,1851
878,1,900000,Resale,Ready To Move,Broker,No, Attibele,400
879,3,38000000,New Property,Ready To Move,Broker,No, Bellandur,2455
880,4+,58000000,New Property,Ready To Move,Broker,No, Bellandur,3419
881,3,22800000,Resale,Ready To Move,Broker,No, Magadi Road,1434
882,2,4500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,828
883,4+,22000000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3180
884,2,8500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,994
885,3,6378000,Resale,Ready To Move,Broker,No, Hulimavu,1350
886,2,4300000,New Property,Ready To Move,Broker,No, Electronic City Phase I,964
887,3,13700000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1490
888,2,7500000,Resale,Ready To Move,Broker,No, Sarjapur Road,1154
889,4,37000000,Resale,Ready To Move,Broker,No, Whitefield,2229
890,3,9700000,Resale,Ready To Move,Broker,No, Bagalur Road,1000
891,2,13000000,Resale,Ready To Move,Broker,No, Whitefield,1112
892,1,900000,Resale,Ready To Move,Broker,No, Attibele,400
893,4+,32000000,Resale,Ready To Move,Broker,No, International Airport Road,2400
894,4+,58000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,4084
895,3,14700000,New Property,Ready To Move,Broker,No, Whitefield,2163
896,4+,47000000,Resale,Ready To Move,Broker,No, Bannerghatta Road,3891
897,4+,22000000,Resale,Ready To Move,Broker,No, Whitefield,2100
898,3,14000000,Resale,Ready To Move,Broker,No, Raja Rajeshwari Nagar,2250
899,4+,42000000,New Property,Ready To Move,Broker,No, Whitefield,2555
900,3,40000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2753
901,3,10400000,Resale,Ready To Move,Individual,No, Kalkere Ma,1514
902,4+,50000000,New Property,Ready To Move,Broker,No, Huttanahalli,3693
903,2,8500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,994
904,2,13500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1150
905,2,9900000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1063
906,3,4417000,Resale,Ready To Move,Broker,No, Hennur Road,1425
907,3,14000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1700
908,2,15000000,New Property,Ready To Move,Broker,No, Sarjapur Outer R,1150
909,3,51000000,Resale,Ready To Move,Broker,No, Yelahanka,2710
910,4+,50000000,New Property,Ready To Move,Broker,No, Huskur,3009
911,2,11800000,Resale,Ready To Move,Broker,No, Kadugodi,1806
912,4+,44600000,Resale,Ready To Move,Broker,No, Off Hennur Road,3188
913,3,50000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,3119
914,3,13000000,New Property,Ready To Move,Broker,No, Kadugodi,1925
915,3,19000000,New Property,Ready To Move,Broker,No, Varthur,1685
916,3,28000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1710
917,1,15000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,850
918,2,6489000,Resale,Ready To Move,Broker,No, Kaggadasapura,1030
919,3,52000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1937
920,3,25000000,New Property,Ready To Move,Broker,No, JP Nagar Phase 6,2135
921,2,30000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1807
922,3,36700000,New Property,Ready To Move,Broker,No, Off Hennur Road,2630
923,1,12000000,Resale,Ready To Move,Broker,No, Majestic,996
924,3,8500000,Resale,Ready To Move,Broker,No, Brookefield,1630
925,3,16900000,New Property,Ready To Move,Broker,Yes, Banashankari 2nd Stage,1539
926,2,15000000,New Property,Ready To Move,Broker,No, Sarjapur Outer R,1150
927,2,6521000,Resale,Ready To Move,Broker,No, Arekere,1175
928,2,13500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1150
929,2,2400000,Resale,Ready To Move,Broker,No, Hosur Road,750
930,3,13000000,New Property,Ready To Move,Broker,No, Kadugodi,1925
931,3,28000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1710
932,1,15000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,850
933,2,11000000,New Property,Ready To Move,Broker,No, HSR Layout,1185
934,3,52000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1937
935,2,6489000,Resale,Ready To Move,Broker,No, Kaggadasapura,1030
936,3,25000000,New Property,Ready To Move,Broker,No, JP Nagar Phase 6,2135
937,2,30000000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1807
938,3,36700000,New Property,Ready To Move,Broker,No, Off Hennur Road,2630
939,1,12000000,Resale,Ready To Move,Broker,No, Majestic,996
940,1,20000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1177
941,3,65000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2390
942,3,24000000,New Property,Ready To Move,Broker,No, Panathur,1700
943,3,9141000,New Property,Ready To Move,Broker,No, Horamavu Agara Road,1513
944,4+,45900000,New Property,Ready To Move,Broker,No, Yelahanka,3100
945,2,9900000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1063
946,3,16900000,New Property,Ready To Move,Broker,Yes, Banashankari 2nd Stage,1539
947,3,4032000,Resale,Ready To Move,Broker,No, Hosur Road,1260
948,2,15000000,New Property,Ready To Move,Broker,No, Sarjapur Outer R,1150
949,3,8662000,Resale,Ready To Move,Broker,No, RT Nagar,1500
950,4,37000000,Resale,Ready To Move,Broker,No, Rachenahalli,4895
951,3,14100000,Resale,Ready To Move,Broker,No, Kadugodi,2075
952,3,43000000,New Property,Ready To Move,Broker,No, Agara-HSR Layout,1930
953,2,13500000,New Property,Ready To Move,Broker,No, Thubarahalli,1185
954,3,56000000,Resale,Ready To Move,Broker,No, Agara-HSR Layout,2700
955,2,12000000,New Property,Ready To Move,Broker,No, Panathur,1009
956,3,8529000,New Property,Ready To Move,Broker,No, K Channasandra,1408
957,4+,54000000,Resale,Ready To Move,Broker,No, Jakkur,3240
958,2,11900000,Resale,Ready To Move,Broker,No, Kadugodi,1750
959,2,12200000,Resale,Ready To Move,Broker,No, Kadugodi,1806
960,3,15700000,Resale,Ready To Move,Broker,No, Kadugodi,2319
961,2,15800000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1183
962,1,2600000,New Property,Ready To Move,Broker RERA,Yes, Doddaballapur Road,644
963,4+,18000000,New Property,Ready To Move,Individual,No, Kodigehalli Ma,2655
964,2,2500000,Resale,Ready To Move,Individual,No, Hoskote,1065
965,3,9000000,Resale,Ready To Move,Individual,Yes, KR Puram,1485
966,4+,39500000,Resale,Ready To Move,Broker,No, Sarjapur Road,2232
967,1,9700000,Resale,Ready To Move,Broker,No, Whitefield,782
968,3,14400000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1565
969,2,14300000,New Property,Ready To Move,Broker,No, Whitefield,1594
970,2,5500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1110
971,2,4500000,Resale,Ready To Move,Broker,No, Srirampura,828
972,3,8215000,New Property,Ready To Move,Broker,Yes, Sarjapur,1325
973,4,24500000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,3060
974,2,15000000,Resale,Ready To Move,Broker,Yes, B,1589
975,4,71000000,Resale,Ready To Move,Broker,Yes, Rajaji Nagar,4269
976,3,11200000,New Property,Ready To Move,Broker,Yes, Nallurhalli,1455
977,1,6411000,Resale,Ready To Move,Broker,No, Mahadevapura,830
978,1,5816000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1007
979,4,14200000,Resale,Ready To Move,Broker,Yes, Electronic City Phase II,2225
980,4,10400000,Resale,Ready To Move,Broker,No, Sarjapur,2314
981,2,5292000,Resale,Ready To Move,Broker,Yes, Off Sarjapur road,1176
982,1,3410000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,620
983,2,6913000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,1257
984,2,11300000,Resale,Ready To Move,Broker,No, Whitefield,1330
985,3,5188000,Resale,Ready To Move,Broker,Yes, IVC Road,1504
986,2,10200000,Resale,Ready To Move,Broker,No, Varthur,1425
987,3,52000000,Resale,Ready To Move,Broker,No, Whitefield,2700
988,4,48500000,New Property,Ready To Move,Broker,No, Whitefield,4000
989,2,9800000,Resale,Ready To Move,Broker,No, Kanakapura Road,1036
990,3,14100000,New Property,Ready To Move,Broker,No, Dasarahalli,1545
991,4+,58000000,New Property,Ready To Move,Broker,No, Kanakapura Road,4498
992,3,31200000,Resale,Ready To Move,Broker,No, Hulimavu,3275
993,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1088
994,3,8215000,New Property,Ready To Move,Broker,Yes, Sarjapur,1325
995,2,12100000,New Property,Ready To Move,Broker,Yes, Haralur Road,1470
996,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1560
997,2,15000000,Resale,Ready To Move,Broker,Yes, B,1589
998,3,11200000,New Property,Ready To Move,Broker,Yes, Nallurhalli,1455
999,3,23200000,Resale,Ready To Move,Broker,No, Kanakapura Road,3138
1000,3,8616000,Resale,Ready To Move,Broker,No, Sarjapur Road,1436
1001,1,3154000,Resale,Ready To Move,Broker,Yes, Off Sarjapur road,701
1002,4,39100000,Resale,Ready To Move,Broker,Yes, Koramangala,4280
1003,4,14200000,Resale,Ready To Move,Broker,Yes, Electronic City Phase II,2225
1004,4,10400000,Resale,Ready To Move,Broker,No, Sarjapur,2314
1005,4,40600000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,4067
1006,2,6913000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,1257
1007,2,8009000,Resale,Ready To Move,Broker,Yes, Whitefield,1047
1008,2,5500000,Resale,Ready To Move,Broker,No, KR Puram,1438
1009,4+,31500000,New Property,Ready To Move,Broker,No, Kanakapura Road,4000
1010,4,40000000,New Property,Ready To Move,Broker,No, Whitefield,2555
1011,3,30000000,New Property,Ready To Move,Broker,No, BTM Layout,2400
1012,2,8500000,Resale,Ready To Move,Broker,No, Azad Nagar,994
1013,3,14500000,Resale,Ready To Move,Broker,No, Judicial Layout,1660
1014,3,12400000,Resale,Ready To Move,Broker,No, Sarjapur Road,1800
1015,3,15100000,Resale,Ready To Move,Broker,No, Mahadevapura,1960
1016,3,13800000,Resale,Ready To Move,Broker,No, Akshayanagar,1820
1017,4+,48700000,Resale,Ready To Move,Broker,Yes, Koramangala,5325
1018,3,16500000,Resale,Ready To Move,Broker,No, HSR Layout,1760
1019,3,8000000,Resale,Ready To Move,Broker,No, Banashankari,1345
1020,3,6336000,Resale,Ready To Move,Broker,No, Whitefield,1440
1021,3,6635000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1252
1022,3,5401000,Resale,Ready To Move,Broker,No, Whitefield,1385
1023,4,18700000,Resale,Ready To Move,Broker,No, Varthur,2610
1024,2,3844000,New Property,Ready To Move,Broker,Yes, Chandapura Anekal Road,1240
1025,2,9900000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,1290
1026,4,27000000,Resale,Ready To Move,Broker,No, Marathahalli,2600
1027,3,16300000,Resale,Ready To Move,Broker,No, Whitefield,1930
1028,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
1029,2,11000000,Resale,Ready To Move,Broker,No, Devanahalli,1125
1030,4+,23000000,New Property,Ready To Move,Broker,No, Kanakapura Road,3450
1031,4,80000000,New Property,Ready To Move,Broker,No, Hebbal,5313
1032,2,14200000,New Property,Ready To Move,Broker,No, Sarjapur Road,1215
1033,2,9900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1199
1034,2,18000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1200
1035,2,3909000,New Property,Ready To Move,Broker,Yes, Sarjapur,1017
1036,2,8009000,Resale,Ready To Move,Broker,Yes, Whitefield,1047
1037,2,6534000,Resale,Ready To Move,Broker,No, Kanakapura Road,1294
1038,2,5382000,Resale,Ready To Move,Broker,Yes, Electronic City,1035
1039,3,18100000,Resale,Ready To Move,Broker,Yes, B,1918
1040,3,15100000,Resale,Ready To Move,Broker,No, Mahadevapura,1960
1041,4+,48700000,Resale,Ready To Move,Broker,Yes, Koramangala,5325
1042,3,16500000,Resale,Ready To Move,Broker,No, HSR Layout,1760
1043,3,8000000,Resale,Ready To Move,Broker,No, Banashankari,1345
1044,3,6336000,Resale,Ready To Move,Broker,No, Whitefield,1440
1045,3,6635000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1252
1046,3,5401000,Resale,Ready To Move,Broker,No, Whitefield,1385
1047,2,3844000,New Property,Ready To Move,Broker,Yes, Chandapura Anekal Road,1240
1048,4,27000000,Resale,Ready To Move,Broker,No, Marathahalli,2600
1049,3,16300000,Resale,Ready To Move,Broker,No, Whitefield,1930
1050,3,14100000,New Property,Ready To Move,Broker,No, Dasarahalli,1545
1051,3,12500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1300
1052,3,30000000,New Property,Ready To Move,Broker,No, BTM Layout,2400
1053,2,22500000,Resale,Ready To Move,Broker,No, Whitefield,1000
1054,4+,49000000,New Property,Ready To Move,Broker,No, Kanakapura Road,3732
1055,3,16000000,New Property,Ready To Move,Broker,No, Whitefield,1409
1056,3,16300000,Resale,Ready To Move,Broker,No, Whitefield,1930
1057,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
1058,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
1059,2,12100000,New Property,Ready To Move,Broker,Yes, Haralur Road,1470
1060,3,11800000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1281
1061,3,12500000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1254
1062,2,10500000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1045
1063,3,4200000,Resale,Ready To Move,Broker,No, Doddaballapur Road,1075
1064,3,12100000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1321
1065,3,14700000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1490
1066,3,14600000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1475
1067,4,25100000,Resale,Ready To Move,Broker,Yes, Anekal,3191
1068,3,16000000,Resale,Ready To Move,Broker,Yes, Banashankari,1612
1069,4,10500000,Resale,Ready To Move,Broker,No, Doddaballapur,2200
1070,4,29100000,Resale,Ready To Move,Broker,No, Harlur,2400
1071,2,9900000,New Property,Ready To Move,Broker,No, Kempapura Agrahara,1063
1072,2,14000000,Resale,Ready To Move,Broker,No, KR Puram,1281
1073,3,14600000,New Property,Ready To Move,Broker,No, Budigere,1332
1074,2,8625000,New Property,Ready To Move,Broker,No, Hebbal,1084
1075,2,11800000,Resale,Ready To Move,Broker,No, Dasarahalli,1230
1076,3,72000000,New Property,Ready To Move,Broker,No, Seegehalli,3400
1077,2,7867000,Resale,Ready To Move,Broker,No, Banashankari,1180
1078,3,38800000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,3110
1079,2,12700000,Resale,Ready To Move,Broker,Yes, Kanakapura Road,1204
1080,3,4200000,Resale,Ready To Move,Broker,No, Doddaballapur Road,1075
1081,2,2249000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,865
1082,4+,28000000,Resale,Ready To Move,Broker,No, Old Madras Road,5600
1083,4,29100000,Resale,Ready To Move,Broker,No, Harlur,2400
1084,2,3501000,Resale,Ready To Move,Broker,Yes, Chandapura,1015
1085,3,17700000,Resale,Ready To Move,Broker,No, Harlur,1463
1086,3,11800000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1186
1087,2,2910000,Resale,Ready To Move,Broker,No, Chandapura,1090
1088,3,4452000,Resale,Ready To Move,Broker,No, Chandapura Anekal Road,1370
1089,3,10900000,Resale,Ready To Move,Broker,No, Bellandur,1433
1090,2,6175000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1625
1091,3,10800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1745
1092,4+,35000000,New Property,Ready To Move,Broker,No, Srirampura,3500
1093,2,10000000,Resale,Ready To Move,Broker,No, Whitefield,1200
1094,3,13500000,New Property,Ready To Move,Broker,No, Whitefield,1510
1095,4+,30000000,New Property,Ready To Move,Broker,No, Sarjapur Road,2500
1096,3,23800000,New Property,Ready To Move,Broker,No, Hosur Road,1590
1097,3,16500000,New Property,Ready To Move,Broker,No, Jakkuru Layout,1637
1098,2,2910000,Resale,Ready To Move,Broker,No, Chandapura,1090
